"CPW_LOT","DEVICE","FACILITY","TOP","IOP","VPPK","VXOVR","VEA","WAVELENGTH","LFIBER","EXT_RATIO","DISP_PENALTY","MASK_MARGIN","SMSR","RISE_TIME","FALL_TIME","OVERSHOOT","JITTER","CROSSING","ISS","RTH","IPD","IPHOTO","DEVICE_FM","TEST_RUNS","STATE","PRODUCT","FIRST_FAIL_MODE","TEST_DT","PKG_CODE"
"876724","152412139","PKGF10GB3","39.86","51",".54","1.49","-.8","1539.766","1.616","10.5","1.04","9","-999","-999","-999","-999","2.31","51",".1578","-999","221.408","25.43412","FAIL","1","C","1655L047","FAIL_TUNING","23-JUN-15","40km DWDM"
"876748","152412183","PKGF10GB2","42.83","51",".74","1.47","-1.05","1539.766","1.597","10.5","1.67","7","-999","-999","-999","-999","3.18","49",".1863","-999","386.282","30.01051","FAIL","1","C","1655L047","FAIL_TUNING","24-JUN-15","40km DWDM"
"876749","152412184","PKGF10GB5","41.42","55",".75","1.36","-.7","1539.766","1.743","10.4","998.9","-999","51.91","21.8","23.9",".77","-999","49",".1817","5.04082","564.378","21.97087","FAIL","1","C","1655L047","FAIL_EXT_RATIO","23-JUN-15","40km DWDM"
"876823","152412348","PKGF10GB4","40.73","62",".45","1.42","-.7","1538.97","1.745","10.9","1.03","20","49.05","22.3","25.8",".44","1.53","49",".1451","5.18349","815.624","24.22025","PASS","1","C","1655L048","PASS","24-JUN-15","40km DWDM"
"876978","152412503","PKGF10GB6","48.1","90",".63","1.53","-.85","1548.6919","1.941","11.9","2.15","20","49.68","19.7","23.8","1.03","1.65","51",".1512","3.87808","1159.898","31.14591","PASS","1","C","1656L3T","PASS","23-JUN-15","80km TDM"
"CK-876992","152412628","PKGF10GB3","48.1","94.9",".56","1.59","-1","1550.748","1.738","10.6","1.71","15","52.62","19.6","23.6","1.86","2.42","50",".1595","3.88037","538.491","38.67298","PASS","2","C","1656L3T","PASS","24-JUN-15","80km TDM"
"CK-877006","152412642","PKGF10GB6","50.06","90",".53","1.51","-.95","1550.0361","2.047","11","1.35","20","48.15","20.6","23",".81","1.7","49",".1429","3.60571","359.434","37.70269","PASS","1","C","1656L3T","PASS","23-JUN-15","80km TDM"
"877011","152412647","PKGF10GB7","48.1","94.9",".57","1.59","-.95","1561.312","1.743","11","2.95","19","51.25","20.2","25","2.31","2.43","50",".1629","3.88113","999.312","36.23747","FAIL","2","C","1656L3T","FAIL_CURV_1600PSPNM","23-JUN-15","80km TDM"
"CK-877021","152412657","PKGF10GB3","48.1","90",".5","1.58","-.95","1561.34","1.763","10.6","1.61","17","52.76","18.9","22.3",".96","2.2","50",".1542","3.88037","879.149","35.34045","PASS","1","C","1656L3T","PASS","24-JUN-15","80km TDM"
"877027","152412663","PKGF10GB6","48.1","93.09",".65","1.56","-1.02","1561.2476","1.755","11.2","1.66","20","49.54","20.1","22.5","1.12","1.9","50",".1523","3.87732","568.5","38.46003","FAIL","1","C","1656L3T","FAIL_CURV_0PSPNM","24-JUN-15","80km TDM"
"877036","152412672","PKGF10GB3","48.1","94.9",".58","1.62","-.9","1561.146","1.722","10.7","3.13","19","52.26","19.6","23","1.84","2.26","51",".1616","3.88037","1050.66","34.04797","FAIL","2","C","1656L3T","FAIL_DISP_PENALTY","23-JUN-15","80km TDM"
"877049","152412685","PKGF10GB3","48.1","91.14",".58","1.56","-.9","1556.397","2.054","11.8","1.18","20","52.99","17.7","21.4",".99","2.32","49",".1617","3.88037","1277.409","35.0154","PASS","1","C","1656L3T","PASS","24-JUN-15","80km TDM"
"CK-877055","152412691","PKGF10GB4","48.1","94.9",".42","1.54","-.9","1557.058","1.68","10.8","1.42","20","51.69","21","26.2",".57","1.75","50",".1431","3.88342","759.737","36.81305","PASS","1","C","1656L3T","PASS","24-JUN-15","80km TDM"
"CK-877063","152412699","PKGF10GB7","48.1","90",".57","1.6","-.9","1556.778","1.726","10.7","1.74","18","50.99","15.7","24","1.72","2.82","51",".1631","3.88113","960.454","37.03872","PASS","1","C","1656L3T","PASS","24-JUN-15","80km TDM"
"877070","152412706","PKGF10GB6","50.06","90",".53","1.53","-.95","1561.491","2.109","10.7","2.12","20","50.14","20.1","23.2",".77","1.74","50",".1426","3.60494","515.603","36.44147","PASS","1","C","1656L3T","PASS","23-JUN-15","80km TDM"
"877074","152412710","PKGF10GB7","50","90",".74","1.6","-1.05","-999","2.715","11.1","3.16","9","-999","-999","-999","-999","2.68","50",".1777","-999","845.866","38.01392","FAIL","1","C","1656L3T","FAIL_TUNING","23-JUN-15","80km TDM"
"877077","152412713","PKGF10GB7","50.04","91",".52","1.58","-.91","1561.001","1.941","11","2.8","20","50.2","21.4","25.1",".92","2.33","49",".1599","3.60723","1376.364","33.52187","FAIL","2","C","1656L3T","FAIL_CURV_1600PSPNM","23-JUN-15","80km TDM"
"877080","152412716","PKGF10GB7","50","90",".52","1.56","-.9","1561.245","3.044","10.8","2.16","20","49.91","-999","-999","-999","2.46","49",".1586","0","1","36.70904","FAIL","1","C","1656L3T","FAIL_RTH","23-JUN-15","80km TDM"
"877081","152412717","PKGF10GB6","48.1","90",".6","1.56","-1","1561.3727","1.682","10.7","2","20","49.96","19.5","22.9","1.27","1.85","50",".148","3.87732","1125.245","33.98285","FAIL","1","C","1656L3T","FAIL_CURV_0PSPNM","23-JUN-15","80km TDM"
"877083","152412719","PKGF10GB7","35.03","-999","-.09","-.02","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0004","-999","-999","-999","FAIL","1","C","1656L3T","FAIL_MODULATOR_CONTACT","23-JUN-15","80km TDM"
"877154","152412790","PKGF10GB2","44.34","57",".4","1.41","-.7","1535.035","1.616","10.6",".95","20","49.78","20.7","21.7","1.4","2.61","50",".1546","4.49454","467.002","23.06104","PASS","1","C","1655L053","PASS","24-JUN-15","40km DWDM"
"CK-877155","152412791","PKGF10GB4","42.88","51",".55","1.46","-.7","1535.036","1.656","10.6","1.02","17","49.2","21.8","25","1.2","2.14","50",".1533","4.75853","408.766","21.16757","PASS","1","C","1655L053","PASS","24-JUN-15","40km DWDM"
"877156","152412792","PKGF10GB2","43.4","54",".5","1.4","-.7","1535.034","1.715","10.8",".62","20","51.04","14.2","21.3","1.46","2.5","49",".1636","4.66545","404.364","22.59263","PASS","1","C","1655L053","PASS","24-JUN-15","40km DWDM"
"CK-877158","152412794","PKGF10GB2","42.26","51",".55","1.43","-.75","1535.034","1.738","10.7","1.16","20","47.56","20.3","21.3",".86","3.06","50",".1683","4.87907","260.166","22.80296","PASS","1","C","1655L053","PASS","24-JUN-15","40km DWDM"
"877159","152412795","PKGF10GB4","41.59","51",".6","1.49","-.75","1535.034","1.568","10.6",".88","20","48.03","20.8","26.3",".43","2","50",".1573","5.0103","576.426","21.69702","PASS","1","C","1655L053","PASS","24-JUN-15","40km DWDM"
"877160","152412796","PKGF10GB2","46.72","54",".5","1.41","-.6","1535.037","1.709","10.8","1.05","9","-999","-999","-999","-999","3.28","50",".1636","-999","667.048","18.91995","FAIL","1","C","1655L053","FAIL_TUNING","24-JUN-15","40km DWDM"
"877323","152501204","PKGF10GB2","46.78","61",".4","1.39","-.6","1538.972","1.658","10.8","1.03","7","-999","-999","-999","-999","2.55","50",".1548","-999","372.702","22.54632","FAIL","2","C","1655L048","FAIL_TUNING","24-JUN-15","40km DWDM"
"877365","152501306","PKGF10GB4","42.72","62",".74","1.33","-.7","1529.555",".955","10.4","998.8","-999","48.61","23.6","25.3","1.16","-999","49",".1689","4.7837","671.708","21.78059","FAIL","1","C","1655L160","FAIL_EXT_RATIO","24-JUN-15","40km DWDM"
"CK-877818","152502122","PKGF10GB2","41.01","60",".4","1.44","-.7","1546.123","1.572","11.3",".54","20","50.32","19.3","22","2.02","2.36","50",".1546","5.12856","398.871","24.99765","PASS","1","C","1655L039","PASS","24-JUN-15","40km DWDM"
"CK-877819","152502123","PKGF10GB4","43.74","70",".4","1.47","-.7","1546.117","1.182","11.1",".85","20","50.07","20.9","26",".58","1.49","49",".1413","4.59983","707.133","25.62515","PASS","1","C","1655L039","PASS","24-JUN-15","40km DWDM"
"877820","152502124","PKGF10GB2","-999","-999","-.05","-.02","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0006","-999","-999","-999","FAIL","1","C","1655L039","FAIL_TOP_CONTACT","24-JUN-15","40km DWDM"
"CK-877826","152502130","PKGF10GB4","41.02","70",".4","1.44","-.7","1546.118","1.723","11.2",".98","20","49.12","21","25.5",".96","1.65","50",".1412","5.12322","493.131","27.70209","PASS","1","C","1655L039","PASS","24-JUN-15","40km DWDM"
"CK-877827","152502131","PKGF10GB4","43.97","70",".4","1.51","-.7","1546.119",".915","11.6",".7","20","47.95","20.9","25.3",".26","1.52","50",".1412","4.55863","1082.612","24.76309","PASS","1","C","1655L039","PASS","24-JUN-15","40km DWDM"
"877830","152502134","PKGF10GB4","44.08","70",".4","1.49","-.7","1546.118","1.058","10.8",".66","20","47.54","20.5","25.7",".26","1.48","50",".1411","4.5388","1115.518","23.92612","PASS","1","C","1655L039","PASS","24-JUN-15","40km DWDM"
"877978","152502457","PKGF10GB2","42.96","59",".4","1.4","-.6","1529.552","1.654","10.7",".92","13","-999","-999","-999","-999","2.58","50",".1548","-999","932.25","20.38563","FAIL","1","C","1655L060","FAIL_TUNING","24-JUN-15","40km DWDM"
"877986","152502465","PKGF10GB1","44.46","70",".4","1.49","-.6","1529.551",".83","11.3",".44","3","-999","-999","-999","-999","2.94","50",".1426","-999","795.389","22.43721","FAIL","1","C","1655L060","FAIL_TUNING","24-JUN-15","40km DWDM"
"CK-878077","152502559","PKGF10GB4","43.41","78.51",".4","1.51","-.7","1548.511",".88","10.9",".79","20","49.51","20.5","25.7","1.07","1.57","50",".1415","4.66011","1302.112","26.62758","PASS","1","C","1655L036","PASS","24-JUN-15","40km DWDM"
"878078","152502560","PKGF10GB3","48","70",".4","1.47","-.7","1548.493","7.525","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1459","-999","-999","24.82932","FAIL","1","C","1655L036","FAIL_WAVELENGTH","24-JUN-15","40km DWDM"
"878081","152502563","PKGF10GB3","35.05","-999","-.04","-.02","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-.0001","-999","-999","-999","FAIL","1","C","1655L036","FAIL_IPD_CONTACT","24-JUN-15","40km DWDM"
"878113","152502641","PKGF10GB4","48","70",".4","1.47","-.7","1548.38","7.794","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1421","-999","-999","24.23556","FAIL","1","C","1655L036","FAIL_WAVELENGTH","24-JUN-15","40km DWDM"
"878135","152502677","PKGF10GB2","42.48","76.08",".4","1.38","-.6","1548.517",".732","10.8","1.31","7","-999","-999","-999","-999","2.42","50",".1548","-999","1241.855","23.7643","FAIL","1","C","1655L036","FAIL_TUNING","24-JUN-15","40km DWDM"
"878268","152502972","PKGF10GB2","42.49","62",".4","1.37","-.6","1547.718","1.629","10.8","1.51","9","-999","-999","-999","-999","2.47","50",".1548","-999","262.684","23.15887","FAIL","1","C","1655L037","FAIL_TUNING","24-JUN-15","40km DWDM"
"878643","152503821","PKGF10GB4","44.69","61",".5","1.46","-.7","1556.555","1.698","10.7","1.34","20","48.91","22.3","24.8",".09","1.92","49",".1495","4.43198","407.239","23.65328","PASS","1","C","1655L026","PASS","24-JUN-15","40km DWDM"
"878651","152503829","PKGF10GB4","43.22","51",".5","1.49","-.75","1556.556","1.545","10.7","1.03","20","48.38","21.8","25.3",".16","2.24","50",".1496","4.6952","398.23","22.37575","PASS","1","C","1655L026","PASS","24-JUN-15","40km DWDM"
"878652","152503830","PKGF10GB4","43.9","67.93",".75","1.58","-1.1","1556.555",".564","10.7","998.8","-999","-999","-999","-999","-999","-999","49",".1697","-999","801.728","34.78893","FAIL","1","C","1655L026","FAIL_TUNING","24-JUN-15","40km DWDM"
"861306","E15210203","PKGF10GB3","48.1","94.9",".46","1.56","-.9","1536.628","1.615","10.5","1.58","20","51.5","20.4","22.4","1.18","2.35","51",".1501","3.87961","372.93","34.95745","PASS","2","C","1656L4","PASS","10-JUN-15","80km TDM"
"861307","E15210204","PKGF10GB7","50","90",".47","1.58","-.9","1534.272","2.614","10.7","2.18","18","49.04","19","23.7","1.19","2.4","50",".154","3.60876","647.225","34.5784","PASS","1","C","1656L4","PASS","06-JUN-15","80km TDM"
"861311","E15210208","PKGF10GB3","48.15","94.95",".57","1.56","-.9","1561.677","1.505","12.2","3.74","5","52.04","18","21.4","2.26","2.04","47",".1607","3.87808","429.084","35.68506","FAIL","6","C","1656L4","FAIL_CROSSING","11-JUN-15","80km TDM"
"861316","E15210213","PKGF10GB7","50","90",".47","1.57","-.9","1557.699","2.101","10.6","2.28","20","49.02","18.8","24.4","1.4","2.39","50",".154","3.60876","491.259","35.84364","PASS","1","C","1656L4","PASS","06-JUN-15","80km TDM"
"861319","E15210216","PKGF10GB7","48.1","93.74",".57","1.57","-.8","1535.907","1.997","11.8","2.65","20","50.74","20.7","23.8","1.29","2.42","50",".1628","3.88113","1213.298","29.70947","PASS","1","C","1656L4","PASS","06-JUN-15","80km TDM"
"861322","E15210219","PKGF10GB7","50.04","89.36",".32","1.53","-1.17","1536.435","1.566","10.5","2.47","20","51.07","22.4","24.8","1.64","2.33","48",".1419","3.60876","1003.74","36.95081","PASS","2","C","1656L4","PASS","10-JUN-15","80km TDM"
"861344","E15210241","PKGF10GB6","48.1","94.9",".66","1.59","-1","-999","1.362","11.8","998.8","-999","-999","-999","-999","-999","-999","50",".1572","-999","738.256","33.6094","FAIL","1","C","1656L4","FAIL_TUNING","19-JUN-15","80km TDM"
"861345","E15210242","PKGF10GB7","48.1","94.9",".65","1.61","-.8","-999",".964","11.9","998.8","-999","-999","-999","-999","-999","-999","50",".17","-999","1147.11","29.67666","FAIL","1","C","1656L4","FAIL_TUNING","06-JUN-15","80km TDM"
"861347","E15210244","PKGF10GB5","48.1","94.9",".51","1.57","-.85","1548.18","1.646","10.5","1.74","16","53.66","20.6","26.8","1.2","2.44","50",".1614","3.88342","1065.912","32.60747","PASS","1","C","1656L4","PASS","07-JUN-15","80km TDM"
"861349","E15210246","PKGF10GB5","48.1","90",".45","1.53","-.85","1547.968","1.984","11","2.24","16","53.37","20.2","25.5",".56","2.34","49",".1562","3.88418","459.688","33.66319","PASS","1","C","1656L4","PASS","07-JUN-15","80km TDM"
"861350","E15210247","PKGF10GB5","48.1","94.87",".56","1.56","-.85","1548.357","1.749","10.6","1.85","17","52.57","21.2","26.4",".48","2.33","50",".1657","3.88418","448.768","34.28239","PASS","1","C","1656L4","PASS","07-JUN-15","80km TDM"
"861351","E15210248","PKGF10GB3","48.15","94.9",".57","1.55","-.87","1547.91","1.568","11.6","2.24","20","52.17","19.7","21.3","1.12","2.68","49",".1608","3.87884","1095.827","32.47704","PASS","3","C","1656L4","PASS","10-JUN-15","80km TDM"
"861354","E15210251","PKGF10GB7","48.09","95",".5","1.58","-1.05","1547.848","1.702","10.6","2.25","19","49.42","20.5","24.6","1.29","2.52","49",".1577","3.88647","465.531","40.01677","PASS","3","C","1656L4","PASS","09-JUN-15","80km TDM"
"861355","E15210252","PKGF10GB7","48.1","94.9",".42","1.53","-.9","1547.671","1.729","10.8","2.1","20","51.53","20.7","23.2","1.77","2.24","50",".1497","3.88113","639.819","35.18991","PASS","1","C","1656L4","PASS","06-JUN-15","80km TDM"
"861356","E15210253","PKGF10GB3","48.1","94.9",".75","1.58","-.95","-999",".983","10.6","998.9","-999","-999","-999","-999","-999","-999","50",".1753","-999","1007.324","32.72555","FAIL","2","C","1656L4","FAIL_TUNING","11-JUN-15","80km TDM"
"861357","E15210254","PKGF10GB7","48.05","95",".6","1.56","-.9","1547.154","1.891","11.3","2.62","20","51.05","19","23.2",".71","2.37","49",".1663","3.888","574.318","35.36246","PASS","2","C","1656L4","PASS","09-JUN-15","80km TDM"
"861359","E15210256","PKGF10GB5","50","90",".48","1.51","-.9","1551.693","2.726","10.6","2.34","19","54.16","20.3","25.2","1.1","2.17","50",".1584","3.61105","643.105","33.51633","PASS","2","C","1656L4","PASS","22-JUN-15","80km TDM"
"861360","E15210257","PKGF10GB7","48.1","90",".47","1.56","-.9","1551.301","1.8","10.6","2.13","18","49.04","19.7","24.2","1.25","2.27","51",".1542","3.88113","1070.234","33.27862","PASS","1","C","1656L4","PASS","06-JUN-15","80km TDM"
"861361","E15210258","PKGF10GB7","48.1","94.9",".47","1.54","-.9","1551.712","1.633","10.7","2.06","20","52.24","20.2","24.3","1.26","2.22","51",".1541","3.88113","537.751","36.73226","PASS","1","C","1656L4","PASS","06-JUN-15","80km TDM"
"861362","E15210259","PKGF10GB6","50","90",".5","1.53","-.9","1552.2097","2.718","10.9","2.29","20","50.8","19.3","22.6","2.04","1.9","50",".1435","3.60571","326.765","32.13274","PASS","1","C","1656L4","PASS","19-JUN-15","80km TDM"
"861364","E15210261","PKGF10GB7","48.1","94.9",".49","1.58","-.91","1560.303","1.608","11.4","2.25","20","50.74","18.6","23.9","1.72","2.5","49",".1567","3.8819","1464.233","32.19489","PASS","2","C","1656L4","PASS","10-JUN-15","80km TDM"
"861366","E15210263","PKGF10GB7","50","92.21",".37","1.56","-1","1548.159","1.757","10.8","2.5","20","49.66","20","23.8","1.47","2.33","50",".1454","3.60876","522.94","38.73188","PASS","1","C","1656L4","PASS","06-JUN-15","80km TDM"
"861372","E15210269","PKGF10GB7","50.08","90",".42","1.56","-.92","1547.744","2.348","10.9","2.04","18","51.12","18.7","24","1.44","2.34","49",".1507","3.60189","697.686","34.04459","PASS","2","C","1656L4","PASS","09-JUN-15","80km TDM"
"861373","E15210270","PKGF10GB7","48.1","92.34",".42","1.58","-.9","1547.342","1.805","10.6","2.26","16","49.89","18.6","23.6","2.34","2.31","51",".1497","3.88037","1341.094","31.4074","PASS","1","C","1656L4","PASS","06-JUN-15","80km TDM"
"861374","E15210271","PKGF10GB3","48.15","94.95",".6","1.56","-.91","1561.695","1.551","11.6","3.86","17","52.31","14.1","21","1.87","2.64","48",".1631","3.87808","1192.798","31.17944","FAIL","5","C","1656L4","FAIL_DISP_PENALTY","11-JUN-15","80km TDM"
"861375","E15210272","PKGF10GB7","48.1","90",".52","1.59","-.85","1561.474","1.939","11.2","2.55","16","49.61","18.8","24.3","1.81","2.41","50",".1588","3.88113","1117.947","29.45843","PASS","1","C","1656L4","PASS","07-JUN-15","80km TDM"
"861376","E15210273","PKGF10GB7","48.1","94.9",".47","1.58","-.9","1557.19","1.892","11.6","2.42","20","49.83","19.6","23.6","1.49","2.34","50",".154","3.88113","823.726","35.79495","PASS","1","C","1656L4","PASS","06-JUN-15","80km TDM"
"861378","E15210275","PKGF10GB7","48.1","94.9",".42","1.59","-.9","1557.347","1.54","10.8","2.25","17","51.37","19.4","25",".66","2.4","50",".1498","3.88113","1054.278","34.30356","PASS","1","C","1656L4","PASS","06-JUN-15","80km TDM"
"861379","E15210276","PKGF10GB3","48.15","94.95",".47","1.55","-.85","1557.624","1.505","11.5","3.05","20","52.04","18.4","22.4","1.07","2.21","51",".1516","3.87808","564.889","34.83303","FAIL","7","C","1656L4","FAIL_DISP_PENALTY","11-JUN-15","80km TDM"
"861380","E15210277","PKGF10GB3","48.15","94.95",".39","1.52","-.85","1557.529","1.509","11.4","3.23","5","52.5","18.6","22.4","2.92","1.97","50",".1448","3.87808","707.561","34.41861","FAIL","6","C","1656L4","FAIL_MASK_MARGIN","10-JUN-15","80km TDM"
"861384","E15210281","PKGF10GB7","48.1","90",".57","1.6","-.9","1561.389","2.047","10.6","2.64","17","50.76","18.1","25","1.09","2.51","51",".163","3.88113","1262.844","31.12461","PASS","1","C","1656L4","PASS","06-JUN-15","80km TDM"
"861386","E15210283","PKGF10GB7","48.1","90",".57","1.6","-.88","1561.647","1.666","11.4","2.26","20","51.9","18.7","24","3.71","2.61","49",".1639","3.8819","512.558","35.05328","PASS","3","C","1656L4","PASS","09-JUN-15","80km TDM"
"861387","E15210284","PKGF10GB3","48.1","94.9",".75","1.59","-.95","-999","1.125","10.5","998.9","-999","-999","-999","-999","-999","-999","50",".1753","-999","890.44","34.63418","FAIL","2","C","1656L4","FAIL_TUNING","10-JUN-15","80km TDM"
"861388","E15210285","PKGF10GB7","48.1","90",".52","1.61","-.85","1561.656","1.762","11","2.56","17","50.59","20.2","24.6","1.06","2.55","51",".1585","3.8819","936.025","32.27231","PASS","1","C","1656L4","PASS","06-JUN-15","80km TDM"
"861389","E15210286","PKGF10GB7","48.14","94.9",".55","1.61","-.91","1561.81","1.503","10.7","3.41","15","50.48","19","24.3","1.18","2.65","51",".1623","1110.084","1110.084","35.80444","FAIL","3","C","1656L4","FAIL_DISP_PENALTY","10-JUN-15","80km TDM"
